Label,Topic,Title,Original_Title,From,Link,,,,,,,,,,,0,1,2,3,4,5,6,7,8
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 1: The Best Time To Come Back,Master Minh Niem,https://youtu.be/Z8L72gC_u-0,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 2: Sometimes You Need To Be Isolated,Master Minh Niem,https://youtu.be/pGEe15t56cg,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 3: Don't Give Strength to Adversity,Master Minh Niem,https://youtu.be/M0eVC8WumcI,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 4: Let Peach Blossom Bloom When Spring Comes,Master Minh Niem,https://youtu.be/858XBUtfU50,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 5: Then Tomorrow Will Be Different,Master Minh Niem,https://youtu.be/ctcHIBVzUlo,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 6: Join hands to repel Adversity,Master Minh Niem,https://youtu.be/9TI8n1vN9pc,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 7: Only Love Stays,Master Minh Niem,https://youtu.be/wKIwEYDcSug,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 8: If You Have To Leave Now,Master Minh Niem,https://youtu.be/tKWKbTat3JA,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 9: Heaven Left For Today,Master Minh Niem,https://youtu.be/AMlvHu9dUWY,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 10: Must Move Next,Master Minh Niem,https://youtu.be/HgZ6dq7Hon0,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 11: Live Calmly,Master Minh Niem,https://youtu.be/q-Y8ZMMtom4,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 12: Minimalist living - why not?,Master Minh Niem,https://youtu.be/as7wgx4paKo,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 13: Minimalist living to bring happiness closer,Master Minh Niem,https://youtu.be/0FnPw7Qtkbk,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 14: Minimalist living to be closer to each other,Master Minh Niem,https://youtu.be/FYxv7siWLcM,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 15: Minimalist living to master your life,Master Minh Niem,https://youtu.be/mwaWdGI03VM,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 16: Minimalist living to raise extraordinary temperament,Master Minh Niem,https://youtu.be/9IAAOHkj8yY,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 17: Minimalist living to cultivate compassion,Master Minh Niem,https://youtu.be/pIjJhhXPjVw,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 18: Minimalist living to negotiate with heaven and earth,Master Minh Niem,https://youtu.be/LskQtJt1AM0,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 19: Minimalist living to rebuild family affection,Master Minh Niem,https://youtu.be/eaOCML1q_w0,,,,,,,,,,,,,,,,,,,
Dialogue,6,,COMMITMENT | Radio Peace Amidst the turbulence | Number 20: Minimalist living to keep the soul of the homeland,Master Minh Niem,https://youtu.be/IX1D1SjQtuc,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 1: The Best Time to Return,Master Minh Niem,https://youtu.be/fDW_-5Xx1mc,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 9: Heaven has guarded us for today,Master Minh Niem,https://youtu.be/QSl_1HTxZrM,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Supp - Episode 5: Returning and tending to our anger,Master Minh Niem,https://youtu.be/AU0A8-lNnl8,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 8: If now is the time to depart,Master Minh Niem,https://youtu.be/3yvf6V8Q6Rs,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Supp - Ep 4: Sitting in stillness,Master Minh Niem,https://youtu.be/hUyz_W1n7r4,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 7: Only love remains,Master Minh Niem,https://youtu.be/83M7H0UIHpo,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 6: Contributing to subduing adversity,Master Minh Niem,https://youtu.be/zsZcE3MHzSQ,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Supp - Ep 3: Deep concentration in every step,Master Minh Niem,https://youtu.be/WgLTj5CBcOY,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 5: Tomorrow will be different,Master Minh Niem,https://youtu.be/ktwbKZelXVE,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 4: Let The Cherry Blossom Bloom As Spring Comes,Master Minh Niem,https://youtu.be/9FXCOwMZS0w,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Supp - Ep 2: Letting Go of Worries,Master Minh Niem,https://youtu.be/wfEIXrI5Rv8,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 3: Do Not Reinforce Adversity,Master Minh Niem,https://youtu.be/PXTW3lCjBbc,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Episode 2: We Need To Be Quarantined At Times,Master Minh Niem,https://youtu.be/CC3wco-C_IM,,,,,,,,,,,,,,,,,,,
Dialogue,0,,MINH NIEM | Radio FINDING PEACE IN TURMOIL | Supp - Ep 1: Bringing The Mind Back and Relaxing Deeply,Master Minh Niem,https://youtu.be/zV-A3XRawtk,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Sit back and watch the rise and fall | Minh Dao Pagoda - December 22, 2019",Master Minh Niem,https://youtu.be/wY5Q-Gr6Rjs,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Open your heart with the power of Mindfulness | Quan Am Monastery - December 21, 2019",Master Minh Niem,https://youtu.be/vRaO6jiIP9M,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Love with an awake and understanding heart | Xa Loi Pagoda - December 20, 2019",Master Minh Niem,https://youtu.be/drIpwdFHNjk,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Awaken the true inner peace | Khanh An Monastery - December 8, 2019",Master Minh Niem,https://youtu.be/PmQUFWVXAY0,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Nurturing Mindfulness in All Circumstances | Long Quang Pagoda - December 1, 2019",Master Minh Niem,https://youtu.be/y5Q5F0HCRzk,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Arousing True Love | Can Tho - November 30, 2019",Master Minh Niem,https://youtu.be/KtohObd03xk,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Arousing true love - Q&A | Can Tho - November 30, 2019",Master Minh Niem,https://youtu.be/uMoc7LUPWMw,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | How can I be 'CENTRALLY INTERESTED'? | Minh Dao Pagoda - November 25, 2019",Master Minh Niem,https://youtu.be/nGyGPycPguU,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Going towards the sun of wisdom | Long Hung Pagoda, Hanoi | 05/11/2022",Master Minh Niem,https://youtu.be/LAqN8RVHPg0,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Love in the wake | Long Hung Pagoda, Hanoi | 05/11/2022",Master Minh Niem,https://youtu.be/v46-4pCGv-U,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | No mud, no lotus | Minh Dao Pagoda | October 30, 2022",Master Minh Niem,https://youtu.be/vzQgtur-7-0,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Closer to Wisdom, farther from Self | Exercise 12 | Course ""Living Awake & Wisdom""",Master Minh Niem,https://youtu.be/Cfoz0ROPcwU,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | Taking care of afflictions with the power of Awakening | PV. Minh Dang Quang | August 28, 2022",Master Minh Niem,https://youtu.be/7ozYxIJdGmM,,,,,,,,,,,,,,,,,,,
Dialogue,0,,"Master Minh Niem | What is the meaning of life? | Minh Dao Pagoda | August 28, 2022",Master Minh Niem,https://youtu.be/JMRU5RLEjcM,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Minh Niem | Meditation Music: LOVE BETWEEN CHANGE | January 23, 2022 | Saigon",Master Minh Niem,https://youtu.be/RDWdFFUgQzg,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Minh Niem | Meditation music session: DAY NO TASS | January 18, 2020 | Hoa Binh Theater",Master Minh Niem,https://youtu.be/L_jexfxH9S0,,,,,,,,,,,,,,,,,,,
Meditation,4,,Master Minh Niem | Protecting public life with a conscious lifestyle | 12.01.2020,Master Minh Niem,https://youtu.be/AoBbt7dhdFA,,,,,,,,,,,,,,,,,,,
Meditation,4,,The Great Meditation EVERY MINUTE IS A MEDITATION OPPORTUNITY | 09.03.2019,Master Minh Niem,https://youtu.be/J-lsfEp5iCU,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Meditation Music I'm LISTENING | January 27, 2019 | Hoa Binh Theater",Master Minh Niem,https://youtu.be/5ggENEARgXA,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Vu Lan Music Night - PARENTS, ALWAYS BE THE FOUNDATION FOR YOUR LIFE | August 19, 2018",Master Minh Niem,https://youtu.be/R45CT9-3THw,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Meditation music night PERSONALITY TO LOOK THE FLOWERS | February 10, 2018 | University. Ton Duc Thang",Master Minh Niem,https://youtu.be/rJrE4ERsDyg,,,,,,,,,,,,,,,,,,,
Meditation,4,,"Meditation music night LIFE FOR ME | January 22, 2017 | TT. Tue Duc",Master Minh Niem,https://youtu.be/_SzJD4Q73NI,,,,,,,,,,,,,,,,,,,
Meditation,4,,Meditation Music Night Back To The Old Roof - Cherry Blossom Edition,Master Minh Niem,https://youtu.be/UKHvbp3KMkw,,,,,,,,,,,,,,,,,,,
Meditation,4,,Master Minh Niem | Instructions for sitting meditation | 12.05.2019,Master Minh Niem,https://youtu.be/YsVWIETAboQ,,,,,,,,,,,,,,,,,,,
Meditation,4,,Looking for Meditation? Let's start together! Chau Bui Official,ChauBui,https://youtu.be/fthnDEm29nc,,,,,,,,,,,,,,,,,,,
Meditation,4,,Nguyen Phi Hung Guide | GOOD SLEEP MEDITATION EXERCISES IN THE INDIAN METHOD,Nguyen Phi Hung,https://youtu.be/uv5ZiOhmMJQ,,,,,,,,,,,,,,,,,,,
Meditation,4,,Guide to Mindfulness Meditation - Vipassana - Meditation Guide : Master Minh Niem - 45 minutes - Living Mindfully,Living Awake,https://youtu.be/ABXmIJnc_A0,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_1_Master GOENKA,Monk Phuoc Hung,https://youtu.be/4_9xp4G7MrQ,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_2_Master GOENKA,Monk Phuoc Hung,https://youtu.be/kfKHEPzirFU,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_3_Master GOENKA,Monk Phuoc Hung,https://youtu.be/_LA939uZlAc,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_4_Master GOENKA,Monk Phuoc Hung,https://youtu.be/Iag39VQJ1IA,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_4_Master GOENKA,Monk Phuoc Hung,https://youtu.be/Iag39VQJ1IA,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_5_Master GOENKA,Monk Phuoc Hung,https://youtu.be/W2LGP_13QRg,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_6_Master GOENKA,Monk Phuoc Hung,https://youtu.be/VvCQMDRmUYI,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_7_Master GOENKA,Monk Phuoc Hung,https://youtu.be/qZbisforwFw,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_8_Master GOENKA,Monk Phuoc Hung,https://youtu.be/FrP-FGDbOaY,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_9_Master GOENKA,Monk Phuoc Hung,https://youtu.be/EV8TqoroCFc,,,,,,,,,,,,,,,,,,,
Meditation,4,,10 Day Vipassana Meditation Course_10_Master GOENKA,Monk Phuoc Hung,https://youtu.be/NUaKDhoAzNk,,,,,,,,,,,,,,,,,,,
Meditation,4,,[Meditation] 15 minutes for beginners,Fontos,https://youtu.be/fTLIPTo2iTA,,,,,,,,,,,,,,,,,,,
